File Name,Label,Comment,Image,Audio,Call Type,Length (seconds),Start Time,Trap Number,Collaborators
Mahoe-260419_233002-S374-E382,Junk,,Mahoe-260419_233002-S374-E382.png (https://dl.airtable.com/.attachments/0d4a6d815f45d534c1db43044c277666/f158eff0/Mahoe-260419_233002-S374-E382.png),Mahoe-260419_233002-S374-E382.wav (https://dl.airtable.com/.attachments/771edc77385b7bf0963a8b91f74faf0a/56a68ed3/Mahoe-260419_233002-S374-E382.wav),Male,8.0,2019-04-27 11:36,Secretary_Island/Mahoe,
Mahoe-260419_234502-S846-E852,Junk,,Mahoe-260419_234502-S846-E852.png (https://dl.airtable.com/.attachments/cb7902af8d4466e15c593a7ad85dbb27/b3fb78a6/Mahoe-260419_234502-S846-E852.png),Mahoe-260419_234502-S846-E852.wav (https://dl.airtable.com/.attachments/1bc5cd48efbacd405036dda3c023ff09/e09ded9a/Mahoe-260419_234502-S846-E852.wav),Male,6.0,2019-04-27 11:59,Secretary_Island/Mahoe,
Mahoe-260419_234502-S873-E882,Junk,,Mahoe-260419_234502-S873-E882.png (https://dl.airtable.com/.attachments/35216db5d94100a58fa5939953bc7d6e/ea646c11/Mahoe-260419_234502-S873-E882.png),Mahoe-260419_234502-S873-E882.wav (https://dl.airtable.com/.attachments/6ea48a509389747b95706c2fbc748beb/79a5f2f4/Mahoe-260419_234502-S873-E882.wav),Male,9.0,2019-04-27 11:59,Secretary_Island/Mahoe,
Mahoe-280419_223002-S495-E502,Junk,,Mahoe-280419_223002-S495-E502.png (https://dl.airtable.com/.attachments/826af6c4156d95a7c708cbac2b0c046e/7b83a051/Mahoe-280419_223002-S495-E502.png),Mahoe-280419_223002-S495-E502.wav (https://dl.airtable.com/.attachments/5be280abf7fa389ca88f996cb5156c66/f879894b/Mahoe-280419_223002-S495-E502.wav),Male,7.0,2019-04-29 10:38,Secretary_Island/Mahoe,
Mahoe-280419_223002-S560-E569,Junk,,Mahoe-280419_223002-S560-E569.png (https://dl.airtable.com/.attachments/69747579961c2eb03bc775489aa6514d/77f7e911/Mahoe-280419_223002-S560-E569.png),Mahoe-280419_223002-S560-E569.wav (https://dl.airtable.com/.attachments/00544e783b092f3dd97402a33241f3f9/32bbf86f/Mahoe-280419_223002-S560-E569.wav),Male,9.0,2019-04-29 10:39,Secretary_Island/Mahoe,
Mahoe-280419_223002-S635-E641,Junk,,Mahoe-280419_223002-S635-E641.png (https://dl.airtable.com/.attachments/f280176d42b62e8837a8cb21ab08219b/a403c6d8/Mahoe-280419_223002-S635-E641.png),Mahoe-280419_223002-S635-E641.wav (https://dl.airtable.com/.attachments/8cf758b129bdc493fc72456b026fdf6b/d96252d2/Mahoe-280419_223002-S635-E641.wav),Male,6.0,2019-04-29 10:40,Secretary_Island/Mahoe,
Mahoe-280419_223002-S650-E656,Junk,,Mahoe-280419_223002-S650-E656.png (https://dl.airtable.com/.attachments/d6d90a693ec05286d907a9b8412b72b5/74800288/Mahoe-280419_223002-S650-E656.png),Mahoe-280419_223002-S650-E656.wav (https://dl.airtable.com/.attachments/49c608c039486f6c1a2aa7d0b0428103/b1355c00/Mahoe-280419_223002-S650-E656.wav),Male,6.0,2019-04-29 10:40,Secretary_Island/Mahoe,
Mahoe-280419_223002-S680-E686,Junk,,Mahoe-280419_223002-S680-E686.png (https://dl.airtable.com/.attachments/f97822d31ad49aa2a0e6b26c3188f133/a60740ec/Mahoe-280419_223002-S680-E686.png),Mahoe-280419_223002-S680-E686.wav (https://dl.airtable.com/.attachments/1e8d051ba7ebed6ab3fbc9c583f9fab3/2f8166ab/Mahoe-280419_223002-S680-E686.wav),Male,6.0,2019-04-29 10:41,Secretary_Island/Mahoe,
Mahoe-280419_224502-S192-E201,Junk,,Mahoe-280419_224502-S192-E201.png (https://dl.airtable.com/.attachments/d6654cdfbc38beb7d521ec98253a2a04/b36d0de5/Mahoe-280419_224502-S192-E201.png),Mahoe-280419_224502-S192-E201.wav (https://dl.airtable.com/.attachments/f30e06fc21edcdb7a03d161c6d7bca9d/4a099db7/Mahoe-280419_224502-S192-E201.wav),Male,9.0,2019-04-29 10:48,Secretary_Island/Mahoe,
Mahoe-280419_224502-S213-E222,Junk,,Mahoe-280419_224502-S213-E222.png (https://dl.airtable.com/.attachments/800ecc76d85b8064baf4de8bd67fd12d/8c2997ce/Mahoe-280419_224502-S213-E222.png),Mahoe-280419_224502-S213-E222.wav (https://dl.airtable.com/.attachments/eadc5e84148ef39d888a2d7e49711e49/9e693601/Mahoe-280419_224502-S213-E222.wav),Male,9.0,2019-04-29 10:48,Secretary_Island/Mahoe,
Crossroad-160319_221502-S499-E509,Junk,,Crossroad-160319_221502-S499-E509.png (https://dl.airtable.com/.attachments/1f588e4dbdcc64d0ac744f9128295ff9/9de462fd/Crossroad-160319_221502-S499-E509.png),Crossroad-160319_221502-S499-E509.wav (https://dl.airtable.com/.attachments/61dbf7c54c70b023281ecffa3c9108a1/66b8209e/Crossroad-160319_221502-S499-E509.wav),Male,10.0,2019-03-17 11:23,Secretary_Island/Crossroad,
Crossroad-160319_221502-S734-E748,Junk,,Crossroad-160319_221502-S734-E748.png (https://dl.airtable.com/.attachments/f4ed04fe2bfad2bec2c404c591bfc371/3acc31b1/Crossroad-160319_221502-S734-E748.png),Crossroad-160319_221502-S734-E748.wav (https://dl.airtable.com/.attachments/3991df3b38f957e20674d742e9b4f50c/e608308a/Crossroad-160319_221502-S734-E748.wav),Male,14.0,2019-03-17 11:27,Secretary_Island/Crossroad,
Crossroad-160319_221502-S798-E820,Junk,,Crossroad-160319_221502-S798-E820.png (https://dl.airtable.com/.attachments/cef1aef12e1712a6292d71757f81e37f/ff29996f/Crossroad-160319_221502-S798-E820.png),Crossroad-160319_221502-S798-E820.wav (https://dl.airtable.com/.attachments/c1de99c8032fef219b6e15508be4111e/62c673a7/Crossroad-160319_221502-S798-E820.wav),Male,22.0,2019-03-17 11:28,Secretary_Island/Crossroad,
Crossroad-160319_223002-S65-E86,Junk,,Crossroad-160319_223002-S65-E86.png (https://dl.airtable.com/.attachments/4687ae5ab6d9450da0a56732ec60b12d/66410e18/Crossroad-160319_223002-S65-E86.png),Crossroad-160319_223002-S65-E86.wav (https://dl.airtable.com/.attachments/4231dc39a8bbb9f5289e576cb5c970de/88c6f019/Crossroad-160319_223002-S65-E86.wav),Male,21.0,2019-03-17 11:31,Secretary_Island/Crossroad,
Crossroad-160319_223002-S173-E183,Junk,,Crossroad-160319_223002-S173-E183.png (https://dl.airtable.com/.attachments/ceaf57be4655ee4373a28a6fdc12f309/149940fd/Crossroad-160319_223002-S173-E183.png),Crossroad-160319_223002-S173-E183.wav (https://dl.airtable.com/.attachments/6e190967ae1b90be3cc1f8ace445e9a8/df34819c/Crossroad-160319_223002-S173-E183.wav),Male,10.0,2019-03-17 11:32,Secretary_Island/Crossroad,
Crossroad-160319_223002-S232-E239,Junk,,Crossroad-160319_223002-S232-E239.png (https://dl.airtable.com/.attachments/bec0bdda33b6afcaada5fa942470378b/021469ba/Crossroad-160319_223002-S232-E239.png),Crossroad-160319_223002-S232-E239.wav (https://dl.airtable.com/.attachments/2b1bf258524c6bf5dcf10172ffd81d19/d421c8eb/Crossroad-160319_223002-S232-E239.wav),Male,7.0,2019-03-17 11:33,Secretary_Island/Crossroad,
Crossroad-160319_223002-S319-E326,Junk,,Crossroad-160319_223002-S319-E326.png (https://dl.airtable.com/.attachments/a907adba959baed4d7953829d7fdf41b/be0ccf8f/Crossroad-160319_223002-S319-E326.png),Crossroad-160319_223002-S319-E326.wav (https://dl.airtable.com/.attachments/ae3a6f5d4ae8ead1674423d279b7be65/67299172/Crossroad-160319_223002-S319-E326.wav),Male,7.0,2019-03-17 11:35,Secretary_Island/Crossroad,
Crossroad-160319_223002-S368-E378,Junk,,Crossroad-160319_223002-S368-E378.png (https://dl.airtable.com/.attachments/b595ad177e168b23bfcaf104700b3e3a/705684b1/Crossroad-160319_223002-S368-E378.png),Crossroad-160319_223002-S368-E378.wav (https://dl.airtable.com/.attachments/2399c0d0da2dd4a2dca65a451cd8202b/da9ca823/Crossroad-160319_223002-S368-E378.wav),Male,10.0,2019-03-17 11:36,Secretary_Island/Crossroad,
