Call Type,Length (seconds),Start Time,Location,File,S,E
Male,12.0,2019-04-13 11:30,Grono,120419_233002,34,46
Male,18.0,2019-04-13 11:37,Grono,120419_233002,431,449
Male,9.0,2019-04-13 11:30,Grono,120419_233002,52,61
Male,16.0,2019-04-13 11:44,Grono,120419_233002,881,897
Male,6.0,2019-05-13 10:54,Grono,120519_224502,541,547
Male,6.0,2019-05-13 10:54,Grono,120519_224502,559,565
Female,12.0,2019-04-14 10:06,Grono,130419_220001,379,391
Male,21.0,2019-04-14 10:09,Grono,130419_220001,575,596
Male,6.0,2019-04-14 10:43,Grono,130419_223003,828,834
Male,21.0,2019-04-14 10:44,Grono,130419_223003,869,890
Male,23.0,2019-05-14 10:02,Grono,130519_220001,142,165
Male,6.0,2019-05-14 10:55,Grono,130519_224502,606,612
Male,21.0,2019-04-15 10:31,Grono,140419_223003,111,132
Male,24.0,2019-04-15 10:58,Grono,140419_224502,802,826
Female,15.0,2019-04-15 11:53,Grono,140419_234502,530,545
Male,21.0,2019-04-15 11:54,Grono,140419_234502,544,565
Male,15.0,2019-05-15 11:09,Grono,140519_230002,574,589
Male,21.0,2019-03-16 11:13,Grono,150319_220001,809,830
Male,18.0,2019-03-16 11:29,Grono,150319_221503,858,876
Female,9.0,2019-03-16 11:29,Grono,150319_221503,881,890
Male,14.0,2019-03-16 11:30,Grono,150319_223002,1,15
Male,30.0,2019-03-16 11:37,Grono,150319_223002,449,479
Male,16.0,2019-03-16 11:43,Grono,150319_223002,790,806
Male,10.0,2019-03-16 11:47,Grono,150319_224502,129,139
Male,10.0,2019-03-16 11:48,Grono,150319_224502,226,236
Male,13.0,2019-03-16 11:49,Grono,150319_224502,241,254
Male,10.0,2019-03-16 11:45,Grono,150319_224502,41,51
Male,10.0,2019-03-16 11:46,Grono,150319_224502,98,108
Female,6.0,2019-03-16 12:01,Grono,150319_230002,109,115
Male,15.0,2019-03-16 12:02,Grono,150319_230002,120,135
Male,27.0,2019-03-16 12:36,Grono,150319_233002,389,416
Male,18.0,2019-04-16 10:56,Grono,150419_224502,663,681
Male,6.0,2019-04-16 11:11,Grono,150419_230002,660,666
Male,9.0,2019-04-16 11:38,Grono,150419_233002,498,507
Female,15.0,2019-03-17 11:31,Grono,160319_223002,65,80
Female,9.0,2019-03-17 11:45,Grono,160319_224502,25,34
Male,27.0,2019-03-17 11:45,Grono,160319_224502,39,66
Female,9.0,2019-03-17 12:11,Grono,160319_230002,690,699
Male,24.0,2019-03-17 12:11,Grono,160319_230002,701,725
Male,18.0,2019-03-17 12:13,Grono,160319_230002,803,821
Male,18.0,2019-03-17 12:27,Grono,160319_231502,726,744
Male,18.0,2019-03-17 12:30,Grono,160319_233002,25,43
Female,7.0,2019-03-17 12:48,Grono,160319_234502,211,218
Male,6.0,2019-04-17 10:07,Grono,160419_220001,422,428
Male,9.0,2019-04-17 10:22,Grono,160419_221503,423,432
Male,15.0,2019-04-17 10:59,Grono,160419_224503,839,854
Male,12.0,2019-04-17 10:59,Grono,160419_224503,869,881
Male,18.0,2019-04-17 11:09,Grono,160419_230002,583,601
Male,7.0,2019-03-18 11:15,Grono,170319_221503,20,27
Male,27.0,2019-04-18 10:13,Grono,170419_220001,782,809
Male,6.0,2019-04-18 10:18,Grono,170419_221503,232,238
Male,6.0,2019-04-18 10:19,Grono,170419_221503,253,259
Male,21.0,2019-04-18 11:47,Grono,170419_234502,165,186
Male,12.0,2019-04-18 11:46,Grono,170419_234502,69,81
Male,27.0,2019-03-19 11:08,Grono,180319_220001,513,540
Male,15.0,2019-03-19 11:20,Grono,180319_221503,336,351
Male,20.0,2019-03-19 11:29,Grono,180319_221503,862,882
Male,9.0,2019-03-19 11:34,Grono,180319_223003,252,261
Male,18.0,2019-03-19 11:37,Grono,180319_223003,426,444
Male,21.0,2019-03-19 12:28,Grono,180319_231502,787,808
Male,24.0,2019-03-19 12:47,Grono,180319_234502,132,156
Male,18.0,2019-04-19 10:01,Grono,180419_220001,110,128
Female,9.0,2019-04-19 10:03,Grono,180419_220001,203,212
Female,7.0,2019-04-19 10:09,Grono,180419_220001,598,605
Male,21.0,2019-04-19 10:10,Grono,180419_220001,610,631
Male,15.0,2019-04-19 10:01,Grono,180419_220001,76,91
Female,12.0,2019-04-19 10:15,Grono,180419_221503,38,50
Male,27.0,2019-04-19 10:15,Grono,180419_221503,50,77
Male,9.0,2019-04-19 10:40,Grono,180419_223002,606,615
Male,7.0,2019-04-19 11:27,Grono,180419_231503,774,781
Male,7.0,2019-04-19 11:41,Grono,180419_233002,704,711
Female,7.0,2019-03-20 11:00,Grono,190319_220001,21,28
Male,30.0,2019-03-20 11:23,Grono,190319_221503,516,546
Male,21.0,2019-03-20 11:39,Grono,190319_223002,544,565
Male,6.0,2019-03-20 11:55,Grono,190319_224503,597,603
Male,11.0,2019-03-20 11:55,Grono,190319_224503,629,640
Male,27.0,2019-03-20 12:05,Grono,190319_230002,334,361
Male,16.0,2019-03-20 12:18,Grono,190319_231502,205,221
Male,12.0,2019-03-20 12:50,Grono,190319_234502,341,353
Male,7.0,2019-04-20 10:08,Grono,190419_220001,482,489
Female,21.0,2019-04-20 10:36,Grono,190419_223003,363,384
Male,12.0,2019-04-20 10:36,Grono,190419_223003,384,396
Male,12.0,2019-04-20 10:36,Grono,190419_223003,399,411
Male,10.0,2019-04-20 10:37,Grono,190419_223003,451,461
Male,16.0,2019-04-20 10:46,Grono,190419_224502,108,124
Male,16.0,2019-04-20 11:01,Grono,190419_230002,107,123
missing,7.0,2019-04-20 11:05,Grono,190419_230002,355,362
missing,7.0,2019-04-20 11:06,Grono,190419_230002,364,371
Male,24.0,2019-03-21 11:05,Grono,200319_220001,333,357
Female,18.0,2019-03-21 12:11,Grono,200319_230003,700,718
Male,18.0,2019-03-21 12:12,Grono,200319_230003,718,736
Female,9.0,2019-04-21 11:46,Grono,200419_234502,58,67
Male,36.0,2019-04-21 11:46,Grono,200419_234502,64,100
Male,45.0,2019-03-22 12:06,Grono,210319_230002,385,430
Male,6.0,2019-03-22 12:27,Grono,210319_231502,721,727
Male,15.0,2019-03-22 12:28,Grono,210319_231502,795,810
Male,30.0,2019-03-22 12:39,Grono,210319_233003,596,626
Male,12.0,2019-03-22 12:40,Grono,210319_233003,629,641
Male,12.0,2019-03-22 12:45,Grono,210319_234502,43,55
Male,6.0,2019-04-22 10:22,Grono,210419_221503,472,478
Male,12.0,2019-04-22 11:08,Grono,210419_230002,510,522
Male,15.0,2019-04-22 11:13,Grono,210419_230002,787,802
Female,10.0,2019-04-22 11:13,Grono,210419_230002,810,820
Male,6.0,2019-04-22 11:14,Grono,210419_230002,838,844
Male,7.0,2019-04-22 11:18,Grono,210419_231502,226,233
Male,15.0,2019-03-23 11:01,Grono,220319_220001,96,111
Female,9.0,2019-03-23 12:19,Grono,220319_231502,266,275
Male,18.0,2019-03-23 12:19,Grono,220319_231502,287,305
Male,27.0,2019-03-23 12:28,Grono,220319_231502,782,809
Male,12.0,2019-03-23 12:38,Grono,220319_233002,503,515
Male,12.0,2019-04-23 10:16,Grono,220419_221503,78,90
Male,32.0,2019-04-23 10:55,Grono,220419_224502,623,655
Male,33.0,2019-04-23 11:02,Grono,220419_230002,174,207
Female,9.0,2019-04-23 11:08,Grono,220419_230002,525,534
Male,16.0,2019-04-23 11:36,Grono,220419_233002,371,387
Male,12.0,2019-04-23 11:40,Grono,220419_233002,600,612
Male,9.0,2019-04-23 11:40,Grono,220419_233002,617,626
Male,6.0,2019-04-23 11:40,Grono,220419_233002,644,650
Male,7.0,2019-04-24 10:05,Grono,230419_220001,314,321
Male,10.0,2019-04-24 10:05,Grono,230419_220001,328,338
Male,18.0,2019-04-24 10:15,Grono,230419_221503,35,53
Male,21.0,2019-04-24 10:23,Grono,230419_221503,493,514
Male,24.0,2019-04-24 10:27,Grono,230419_221503,727,751
Male,24.0,2019-04-24 10:42,Grono,230419_223003,759,783
Male,15.0,2019-04-24 11:29,Grono,230419_231502,882,897
Male,11.0,2019-04-24 11:30,Grono,230419_233002,1,12
Male,21.0,2019-04-24 11:50,Grono,230419_234502,328,349
Male,24.0,2019-04-25 10:06,Grono,240419_220001,405,429
Male,27.0,2019-04-25 10:24,Grono,240419_221503,544,571
Female,6.0,2019-04-25 10:24,Grono,240419_221503,574,580
Male,24.0,2019-04-25 10:24,Grono,240419_221503,580,604
Male,18.0,2019-04-25 10:32,Grono,240419_223002,126,144
Female,12.0,2019-04-25 10:32,Grono,240419_223002,162,174
Male,24.0,2019-04-25 10:32,Grono,240419_223002,173,197
Male,24.0,2019-04-25 10:50,Grono,240419_224502,353,377
Male,24.0,2019-04-25 10:45,Grono,240419_224502,4,28
Male,27.0,2019-04-25 10:54,Grono,240419_224502,562,589
Male,12.0,2019-04-25 11:07,Grono,240419_230003,436,448
Female,6.0,2019-04-25 11:07,Grono,240419_230003,461,467
Male,15.0,2019-04-25 11:07,Grono,240419_230003,467,482
Male,12.0,2019-04-25 11:08,Grono,240419_230003,485,497
Male,27.0,2019-04-25 11:25,Grono,240419_231502,622,649
Male,18.0,2019-04-25 11:29,Grono,240419_231502,846,864
Male,10.0,2019-04-25 11:41,Grono,240419_233002,658,668
Female,15.0,2019-04-25 11:41,Grono,240419_233002,698,713
Male,12.0,2019-04-25 11:41,Grono,240419_233002,715,727
Male,15.0,2019-04-25 11:49,Grono,240419_234502,247,262
Male,9.0,2019-04-25 11:49,Grono,240419_234502,271,280
Male,9.0,2019-04-25 11:49,Grono,240419_234502,283,292
Male,24.0,2019-04-25 11:55,Grono,240419_234502,647,671
Female,9.0,2019-04-25 11:57,Grono,240419_234502,763,772
Male,6.0,2019-04-25 11:57,Grono,240419_234502,771,777
Male,16.0,2019-04-25 11:58,Grono,240419_234502,782,798
Male,12.0,2019-04-26 11:41,Grono,250419_233002,671,683
Male,24.0,2019-03-27 11:50,Grono,260319_224503,317,341
Male,7.0,2019-03-27 12:21,Grono,260319_231502,367,374
Male,13.0,2019-03-27 12:57,Grono,260319_234502,744,757
Male,13.0,2019-03-27 12:57,Grono,260319_234502,759,772
Male,7.0,2019-03-27 12:58,Grono,260319_234502,780,787
Male,27.0,2019-03-27 12:58,Grono,260319_234502,794,821
Male,12.0,2019-03-28 11:50,Grono,270319_224502,346,358
Male,13.0,2019-03-28 11:51,Grono,270319_224502,370,383
Male,10.0,2019-03-28 12:05,Grono,270319_230002,325,335
Male,6.0,2019-03-28 12:29,Grono,270319_231503,843,849
Female,15.0,2019-03-28 12:33,Grono,270319_233002,189,204
Male,15.0,2019-03-28 12:39,Grono,270319_233002,595,610
Male,8.0,2019-03-28 12:52,Grono,270319_234502,446,454
Male,7.0,2019-03-28 12:56,Grono,270319_234502,707,714
Male,10.0,2019-04-28 10:54,Grono,270419_224502,573,583
Female,9.0,2019-03-29 12:26,Grono,280319_231502,696,705
Male,33.0,2019-03-29 12:26,Grono,280319_231502,705,738
Male,9.0,2019-03-29 12:47,Grono,280319_234502,142,151
Male,6.0,2019-03-29 12:47,Grono,280319_234502,154,160
Male,9.0,2019-03-29 12:47,Grono,280319_234502,163,172
Male,13.0,2019-04-29 10:19,Grono,280419_221503,272,285
Male,12.0,2019-03-30 12:14,Grono,290319_230002,874,886
Male,27.0,2019-04-30 10:02,Grono,290419_220001,133,160
Male,18.0,2019-04-30 10:10,Grono,290419_220001,606,624
Male,18.0,2019-04-30 10:39,Grono,290419_223003,551,569
Male,7.0,2019-04-30 10:46,Grono,290419_224502,64,71
Female,6.0,2019-03-31 12:06,Grono,300319_230002,383,389
Male,9.0,2019-03-31 12:06,Grono,300319_230002,407,416
Male,6.0,2019-03-31 12:49,Grono,300319_234502,278,284
Male,9.0,2019-05-01 10:09,Grono,300419_220001,548,557
Male,15.0,2019-05-01 10:16,Grono,300419_221503,103,118
Female,6.0,2019-05-01 10:15,Grono,300419_221503,44,50
Male,6.0,2019-05-01 10:15,Grono,300419_221503,53,59
Male,12.0,2019-05-01 10:16,Grono,300419_221503,74,86
Male,27.0,2019-05-01 11:50,Grono,300419_234502,310,337
Male,13.0,2018-04-02 10:49,Lake_Sec,010418_224502,246,259
Male,12.0,2018-04-02 11:07,Lake_Sec,010418_230002,454,466
Male,24.0,2019-04-02 12:52,Lake_Sec,010419_234502,469,493
Male,21.0,2018-05-02 11:09,Lake_Sec,010518_230002,564,585
Male,24.0,2018-05-02 11:25,Lake_Sec,010518_231502,603,627
Male,24.0,2018-05-02 11:27,Lake_Sec,010518_231502,747,771
Male,10.0,2019-05-02 10:41,Lake_Sec,010519_223002,702,712
Male,20.0,2019-04-03 11:15,Lake_Sec,020419_221502,4,24
Male,7.0,2019-04-03 11:31,Lake_Sec,020419_223002,65,72
Male,15.0,2019-04-03 11:43,Lake_Sec,020419_223002,810,825
Male,13.0,2019-04-03 11:51,Lake_Sec,020419_224502,362,375
Male,9.0,2019-04-03 11:56,Lake_Sec,020419_224502,706,715
Male,9.0,2019-04-03 12:41,Lake_Sec,020419_233002,684,693
Male,30.0,2019-04-03 12:51,Lake_Sec,020419_234502,367,397
Male,10.0,2019-04-03 12:57,Lake_Sec,020419_234502,755,765
Male,21.0,2018-05-03 10:01,Lake_Sec,020518_220001,103,124
Male,13.0,2018-05-03 10:02,Lake_Sec,020518_220001,171,184
Male,10.0,2018-05-03 10:00,Lake_Sec,020518_220001,56,66
Male,26.0,2018-05-03 10:49,Lake_Sec,020518_224502,265,291
Male,21.0,2018-05-03 10:52,Lake_Sec,020518_224502,435,456
Male,21.0,2018-05-03 10:56,Lake_Sec,020518_224502,667,688
Male,33.0,2018-05-03 10:58,Lake_Sec,020518_224502,834,867
Male,9.0,2018-05-03 11:02,Lake_Sec,020518_230002,172,181
Male,31.0,2018-05-03 11:10,Lake_Sec,020518_230002,644,675
Male,23.0,2018-05-03 11:49,Lake_Sec,020518_234502,259,282
Male,16.0,2018-05-03 11:50,Lake_Sec,020518_234502,312,328
Male,13.0,2019-05-03 10:18,Lake_Sec,020519_221502,193,206
Male,12.0,2019-05-03 11:05,Lake_Sec,020519_230002,352,364
Male,15.0,2019-05-03 11:18,Lake_Sec,020519_231502,218,233
Male,12.0,2019-05-03 11:40,Lake_Sec,020519_233002,616,628
Male,13.0,2019-05-03 11:47,Lake_Sec,020519_234502,148,161
Male,13.0,2019-05-03 11:47,Lake_Sec,020519_234502,168,181
Male,13.0,2019-04-04 11:47,Lake_Sec,030419_224502,121,134
Male,18.0,2019-04-04 12:09,Lake_Sec,030419_230002,560,578
Male,18.0,2019-04-04 12:48,Lake_Sec,030419_234502,204,222
Male,21.0,2018-05-04 11:46,Lake_Sec,030518_234502,97,118
Male,9.0,2019-05-04 11:53,Lake_Sec,030519_234502,485,494
Male,15.0,2019-04-05 11:54,Lake_Sec,040419_224502,548,563
Male,12.0,2019-04-05 11:54,Lake_Sec,040419_224502,589,601
Male,16.0,2019-04-05 12:17,Lake_Sec,040419_231502,169,185
Male,7.0,2018-05-05 10:43,Lake_Sec,040518_223002,781,788
Male,18.0,2018-05-06 11:29,Lake_Sec,050518_231502,880,898
Male,16.0,2019-05-06 11:19,Lake_Sec,050519_231502,294,310
Male,25.0,2019-04-07 10:07,Lake_Sec,060419_220001,439,464
Male,13.0,2019-04-07 10:26,Lake_Sec,060419_221502,666,679
Male,24.0,2019-04-07 10:51,Lake_Sec,060419_224502,415,439
Male,15.0,2019-04-07 11:57,Lake_Sec,060419_234502,743,758
Male,9.0,2019-05-07 10:07,Lake_Sec,060519_220001,427,436
Male,9.0,2019-05-07 10:07,Lake_Sec,060519_220001,439,448
Male,10.0,2019-05-07 10:24,Lake_Sec,060519_221502,541,551
Male,13.0,2019-05-07 10:45,Lake_Sec,060519_224502,33,46
Male,15.0,2019-05-07 11:02,Lake_Sec,060519_230002,128,143
Male,18.0,2019-05-07 11:13,Lake_Sec,060519_230002,816,834
Male,27.0,2019-05-07 11:23,Lake_Sec,060519_231502,482,509
Male,30.0,2018-04-08 11:26,Lake_Sec,070418_231502,710,740
Male,18.0,2019-04-08 10:13,Lake_Sec,070419_220001,831,849
Male,16.0,2019-04-08 10:14,Lake_Sec,070419_220001,881,897
Male,16.0,2019-04-08 10:18,Lake_Sec,070419_221502,183,199
Male,16.0,2019-04-08 10:22,Lake_Sec,070419_221502,474,490
Male,16.0,2019-04-08 10:31,Lake_Sec,070419_223002,101,117
Male,30.0,2019-04-08 11:03,Lake_Sec,070419_230002,181,211
Male,22.0,2019-04-08 11:40,Lake_Sec,070419_233002,614,636
Male,13.0,2019-04-08 11:43,Lake_Sec,070419_233002,797,810
Male,13.0,2019-05-08 10:34,Lake_Sec,070519_223002,239,252
Male,27.0,2019-05-08 10:31,Lake_Sec,070519_223002,82,109
Male,18.0,2019-05-08 10:46,Lake_Sec,070519_224502,114,132
Male,16.0,2019-05-08 11:06,Lake_Sec,070519_230002,407,423
Male,6.0,2019-05-08 11:55,Lake_Sec,070519_234502,637,643
Male,18.0,2019-05-08 11:57,Lake_Sec,070519_234502,776,794
Male,27.0,2019-05-08 11:58,Lake_Sec,070519_234502,808,835
Male,10.0,2018-03-09 12:04,Lake_Sec,080318_230002,289,299
Male,22.0,2018-03-09 12:14,Lake_Sec,080318_230002,839,861
Male,24.0,2018-04-09 11:29,Lake_Sec,080418_231502,848,872
Male,13.0,2019-04-09 10:50,Lake_Sec,080419_224502,356,369
Male,16.0,2019-05-09 10:43,Lake_Sec,080519_223002,802,818
Male,20.0,2019-05-09 10:51,Lake_Sec,080519_224502,409,429
Male,27.0,2018-03-10 11:06,Lake_Sec,090318_220001,375,402
Male,24.0,2018-03-10 11:08,Lake_Sec,090318_220001,489,513
Male,27.0,2018-03-10 11:23,Lake_Sec,090318_221502,500,527
Male,7.0,2018-03-10 11:28,Lake_Sec,090318_221502,792,799
Male,21.0,2018-03-10 11:36,Lake_Sec,090318_223002,404,425
Female,7.0,2018-03-10 11:37,Lake_Sec,090318_223002,423,430
Male,13.0,2018-03-10 11:38,Lake_Sec,090318_223002,496,509
Male,12.0,2018-03-10 11:38,Lake_Sec,090318_223002,528,540
Male,7.0,2018-03-10 11:43,Lake_Sec,090318_223002,819,826
Male,10.0,2018-03-10 11:44,Lake_Sec,090318_223002,888,898
Male,17.0,2018-03-10 11:48,Lake_Sec,090318_224502,202,219
Male,12.0,2018-03-10 12:45,Lake_Sec,090318_234502,23,35
Male,13.0,2018-04-10 11:01,Lake_Sec,090418_230002,69,82
Male,6.0,2018-04-10 11:51,Lake_Sec,090418_234502,366,372
Male,7.0,2019-05-10 10:15,Lake_Sec,090519_221502,23,30
Male,12.0,2019-05-10 11:39,Lake_Sec,090519_233002,564,576
Male,16.0,2019-05-10 11:40,Lake_Sec,090519_233002,625,641
Male,16.0,2019-05-10 11:51,Lake_Sec,090519_234502,363,379
Male,15.0,2019-05-10 11:53,Lake_Sec,090519_234502,489,504
Male,10.0,2018-03-11 11:29,Lake_Sec,100318_221502,885,895
Male,14.0,2018-03-11 11:30,Lake_Sec,100318_223002,1,15
Male,15.0,2018-03-11 11:41,Lake_Sec,100318_223002,685,700
Male,13.0,2018-03-11 11:58,Lake_Sec,100318_224502,786,799
Male,7.0,2018-03-11 12:06,Lake_Sec,100318_230002,364,371
Male,6.0,2018-03-11 12:15,Lake_Sec,100318_231502,55,61
Male,16.0,2018-03-11 12:52,Lake_Sec,100318_234502,469,485
Female,13.0,2018-03-11 12:53,Lake_Sec,100318_234502,489,502
Male,13.0,2018-03-11 12:54,Lake_Sec,100318_234502,570,583
Male,18.0,2018-04-11 10:08,Lake_Sec,100418_220001,532,550
Male,10.0,2018-04-11 10:43,Lake_Sec,100418_223002,801,811
Male,16.0,2018-04-11 10:45,Lake_Sec,100418_224502,8,24
Male,16.0,2018-04-11 11:03,Lake_Sec,100418_230002,233,249
Male,18.0,2018-04-11 11:10,Lake_Sec,100418_230002,616,634
Male,18.0,2018-04-11 11:30,Lake_Sec,100418_233002,4,22
Male,13.0,2019-04-11 10:01,Lake_Sec,100419_220001,103,116
Male,13.0,2019-04-11 10:30,Lake_Sec,100419_223002,4,17
Male,13.0,2018-05-11 11:37,Lake_Sec,100518_233002,459,472
Male,7.0,2019-05-11 10:14,Lake_Sec,100519_220001,891,898
Male,9.0,2019-05-11 10:15,Lake_Sec,100519_221502,1,10
Male,15.0,2019-05-11 10:16,Lake_Sec,100519_221502,107,122
Male,13.0,2019-05-11 11:18,Lake_Sec,100519_231502,181,194
Male,7.0,2019-05-11 11:21,Lake_Sec,100519_231502,381,388
Male,10.0,2019-05-11 11:25,Lake_Sec,100519_231502,605,615
Male,26.0,2019-05-11 11:56,Lake_Sec,100519_234502,659,685
Male,22.0,2019-05-11 11:57,Lake_Sec,100519_234502,768,790
Male,16.0,2018-04-12 10:08,Lake_Sec,110418_220001,509,525
Male,10.0,2019-04-12 10:10,Lake_Sec,110419_220001,608,618
Male,10.0,2019-04-12 10:10,Lake_Sec,110419_220001,620,630
Male,16.0,2019-04-12 11:44,Lake_Sec,110419_233002,840,856
Male,12.0,2018-04-13 11:37,Lake_Sec,120418_233002,423,435
Male,13.0,2018-04-13 11:49,Lake_Sec,120418_234502,270,283
Male,16.0,2019-04-13 11:33,Lake_Sec,120419_233002,222,238
Male,13.0,2019-04-13 11:54,Lake_Sec,120419_234502,562,575
Male,16.0,2018-05-13 10:44,Lake_Sec,120518_223002,839,855
Male,15.0,2018-05-13 11:50,Lake_Sec,120518_234502,314,329
Male,9.0,2019-05-13 10:04,Lake_Sec,120519_220001,288,297
Male,15.0,2019-05-13 10:05,Lake_Sec,120519_220001,348,363
Male,21.0,2018-04-14 10:09,Lake_Sec,130418_220001,591,612
Male,10.0,2018-04-14 10:14,Lake_Sec,130418_220001,882,892
Male,21.0,2018-04-14 10:17,Lake_Sec,130418_221502,119,140
Male,13.0,2018-04-14 10:35,Lake_Sec,130418_223002,320,333
Male,15.0,2018-04-14 11:40,Lake_Sec,130418_233002,642,657
Male,30.0,2018-04-14 11:41,Lake_Sec,130418_233002,678,708
Male,18.0,2019-04-14 10:24,Lake_Sec,130419_221503,588,606
Male,28.0,2019-04-14 10:32,Lake_Sec,130419_223002,152,180
Male,10.0,2019-04-14 11:46,Lake_Sec,130419_234502,67,77
Male,14.0,2019-04-14 11:57,Lake_Sec,130419_234502,776,790
Male,27.0,2019-05-14 10:31,Lake_Sec,130519_223002,96,123
Male,8.0,2019-05-14 11:46,Lake_Sec,130519_234502,102,110
Male,10.0,2019-03-15 12:42,Lake_Sec,140319_233002,748,758
Male,10.0,2019-03-15 12:56,Lake_Sec,140319_234502,661,671
Male,25.0,2018-04-15 10:17,Lake_Sec,140418_221502,162,187
Male,16.0,2018-04-15 11:55,Lake_Sec,140418_234502,650,666
Male,9.0,2019-04-15 10:35,Lake_Sec,140419_223002,307,316
Male,7.0,2019-04-15 10:50,Lake_Sec,140419_224502,301,308
Male,7.0,2019-04-15 11:24,Lake_Sec,140419_231502,587,594
Male,22.0,2019-04-15 11:46,Lake_Sec,140419_234502,111,133
Male,10.0,2019-04-15 11:51,Lake_Sec,140419_234502,387,397
Male,7.0,2019-03-16 11:02,Lake_Sec,150319_220001,148,155
Male,12.0,2019-03-16 11:00,Lake_Sec,150319_220001,20,32
Male,10.0,2019-03-16 12:23,Lake_Sec,150319_231502,517,527
Male,18.0,2019-03-16 12:26,Lake_Sec,150319_231502,712,730
Male,6.0,2019-03-16 12:27,Lake_Sec,150319_231502,754,760
Male,12.0,2019-04-16 10:14,Lake_Sec,150419_220001,840,852
Female,9.0,2019-04-16 10:39,Lake_Sec,150419_223002,571,580
Male,7.0,2019-04-16 11:34,Lake_Sec,150419_233002,258,265
Male,20.0,2019-04-16 11:57,Lake_Sec,150419_234502,768,788
Male,24.0,2018-05-16 10:33,Lake_Sec,150518_223002,222,246
Male,16.0,2018-05-16 10:34,Lake_Sec,150518_223002,267,283
Male,24.0,2018-05-16 11:09,Lake_Sec,150518_230002,595,619
Male,16.0,2018-05-16 11:34,Lake_Sec,150518_233002,279,295
Male,18.0,2018-05-16 11:30,Lake_Sec,150518_233002,7,25
Male,6.0,2018-03-17 11:27,Lake_Sec,160318_221502,752,758
Male,9.0,2018-03-17 11:27,Lake_Sec,160318_221502,761,770
Male,6.0,2018-03-17 11:27,Lake_Sec,160318_221502,773,779
Male,7.0,2018-03-17 11:28,Lake_Sec,160318_221502,783,790
Male,18.0,2018-03-17 11:44,Lake_Sec,160318_223002,868,886
Male,13.0,2018-03-17 12:32,Lake_Sec,160318_233002,125,138
Male,16.0,2018-03-17 12:57,Lake_Sec,160318_234502,773,789
Male,16.0,2019-03-17 12:24,Lake_Sec,160319_231502,544,560
Male,18.0,2019-03-17 12:25,Lake_Sec,160319_231502,608,626
Male,12.0,2019-03-17 12:27,Lake_Sec,160319_231502,774,786
Male,20.0,2019-04-17 10:04,Lake_Sec,160419_220001,250,270
Male,16.0,2019-04-17 10:12,Lake_Sec,160419_220001,742,758
Male,13.0,2019-04-17 10:01,Lake_Sec,160419_220001,85,98
Male,21.0,2019-04-17 10:24,Lake_Sec,160419_221502,557,578
missing,6.0,2019-04-17 11:15,Lake_Sec,160419_231502,1,7
missing,9.0,2019-04-17 11:15,Lake_Sec,160419_231502,13,22
Male,21.0,2019-04-17 11:31,Lake_Sec,160419_233002,116,137
Male,18.0,2019-04-17 11:31,Lake_Sec,160419_233002,72,90
Male,7.0,2019-03-18 11:26,Lake_Sec,170319_221502,671,678
Male,10.0,2019-03-18 12:48,Lake_Sec,170319_234502,231,241
Male,7.0,2019-03-18 12:56,Lake_Sec,170319_234502,666,673
Male,10.0,2019-04-18 10:02,Lake_Sec,170419_220001,170,180
Male,10.0,2019-04-18 10:40,Lake_Sec,170419_223002,613,623
Male,15.0,2019-04-18 11:22,Lake_Sec,170419_231502,441,456
Male,10.0,2019-04-18 11:28,Lake_Sec,170419_231502,827,837
Male,7.0,2019-03-19 11:27,Lake_Sec,180319_221502,746,753
Male,13.0,2019-03-19 11:28,Lake_Sec,180319_221502,824,837
Male,15.0,2019-03-19 12:43,Lake_Sec,180319_233002,802,817
Male,16.0,2019-04-19 10:13,Lake_Sec,180419_220001,830,846
Male,16.0,2019-04-19 10:18,Lake_Sec,180419_221502,208,224
Male,7.0,2019-04-19 10:21,Lake_Sec,180419_221502,404,411
Female,7.0,2019-04-19 10:33,Lake_Sec,180419_223002,205,212
Male,22.0,2019-04-19 10:42,Lake_Sec,180419_223002,766,788
Male,13.0,2019-04-19 10:31,Lake_Sec,180419_223002,87,100
Female,8.0,2019-04-19 10:52,Lake_Sec,180419_224502,449,457
Male,13.0,2019-04-19 10:59,Lake_Sec,180419_224502,850,863
Male,16.0,2019-03-20 11:47,Lake_Sec,190319_224502,167,183
Male,10.0,2019-03-20 11:50,Lake_Sec,190319_224502,342,352
Male,24.0,2019-03-20 11:57,Lake_Sec,190319_224502,720,744
Male,7.0,2019-03-20 12:20,Lake_Sec,190319_231502,333,340
Male,22.0,2019-03-21 11:40,Lake_Sec,200319_223002,654,676
Male,10.0,2019-03-21 11:41,Lake_Sec,200319_223002,683,693
Male,12.0,2019-03-21 11:41,Lake_Sec,200319_223002,713,725
Male,16.0,2019-03-21 12:00,Lake_Sec,200319_230002,14,30
Male,19.0,2019-03-21 12:07,Lake_Sec,200319_230002,438,457
Male,15.0,2019-03-21 12:52,Lake_Sec,200319_234502,421,436
Male,13.0,2019-03-21 12:56,Lake_Sec,200319_234502,701,714
Male,10.0,2019-04-21 10:13,Lake_Sec,200419_220001,825,835
Male,24.0,2019-04-21 11:02,Lake_Sec,200419_230002,159,183
Male,22.0,2018-03-22 11:15,Lake_Sec,210318_221502,54,76
Male,6.0,2018-03-22 12:30,Lake_Sec,210318_233002,32,38
Male,21.0,2019-03-22 11:31,Lake_Sec,210319_223002,85,106
